nome;nome_sistema;tombamento;ano;local_sistema;local_exato_ambiente;condicao
Colchao Light D-33;COLCHAO LIGHT D-33;2023000141;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000142;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000143;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000144;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000145;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000146;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000147;2023;PRAE;;Pendente
Colchao Light D-33;COLCHAO LIGHT D-33;2023000148;2023;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000184;2023;CAF;Residência 25;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000185;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000186;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000187;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000188;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000189;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000190;2023;CAF;Residência 148;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000191;2023;CAF;Residência 148;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000192;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000193;2023;CAF;Residencia 125;Inservível
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000194;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000195;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000196;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000197;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000198;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000199;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000200;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000201;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000202;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000203;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000204;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000205;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000206;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000207;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000208;2023;CAF;Residência 1601;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000209;2023;CAF;Residência 1601;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000210;2023;CAF;Residencia 250;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000211;2023;CAF;Residencia 2133;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000212;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000213;2023;CAF;Residencia 250;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000214;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000215;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000216;2023;CAF;Residencia 125;Ruim
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000217;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000218;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000219;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000220;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000221;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000222;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000223;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000224;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000225;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000226;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000227;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000228;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000229;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000230;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000231;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000232;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000233;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000234;2023;CAF;Residencia 2133;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000235;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000236;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000237;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000238;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000239;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000240;2023;CAF;Residencia 433;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000241;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000242;2023;CAF;Residência 1601;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000243;2023;CAF;Residência 1601;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000244;2023;CAF;Residência 148;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000245;2023;CAF;Residencia 2133;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000246;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000247;2023;CAF;Residencia 2133;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000249;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000250;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000251;2023;CAF;Residencia 125;Inservível
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000252;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000253;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000254;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000255;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000256;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000257;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000258;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000259;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000260;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000261;2023;CAF;Residencia 125;Bom
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;2023000262;2023;CAF;Residencia 125;Ruim
Ar Condicionado 24.000 BTUs;APARELHO DE AR CONDICIONADO DE 24.000 BTUS;2023000304;2023;CAF;;Pendente
Purificador;PURIFICADOR;2023000671;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000672;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000673;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000674;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000675;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000676;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000677;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000678;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000679;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000680;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000681;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000682;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000683;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000684;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000685;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000686;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000687;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000688;2023;PRAE;;Pendente
Purificador;PURIFICADOR;2023000689;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000989;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000990;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000991;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000992;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000993;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000994;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000995;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000996;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000997;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000998;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023000999;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001000;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001001;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001002;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001003;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001004;2023;PRAE;Residencia 433;Ruim
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001005;2023;PRAE;Residencia 433;Bom
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001006;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001007;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001008;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001009;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001010;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001011;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001012;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001013;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001014;2023;PRAE;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2023001015;2023;PRAE;;Pendente
Ar Condicionado 12.000 BTUs;APARELHO DE AR CONDICIONADO DE 12.000 BTUS;2023001152;2023;CAF;Residência 148;Bom
Ar Condicionado 30.000 BTUs;APARELHO DE AR CONDICIONADO DE 30.000 BTUS;2023001153;2023;CAF;Residencia 2216;Bom
Ar Condicionado 30.000 BTUs;APARELHO DE AR CONDICIONADO DE 30.000 BTUS;2023001154;2023;CAF;Residência 1601;Inservível
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001157;2023;CAF;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001158;2023;CAF;Residencia 2216;Bom
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001159;2023;CAF;Residencia 2216;Bom
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001160;2023;CAF;Residencia 2216;Bom
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001161;2023;CAF;Residencia 2216;Bom
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;2023001162;2023;CAF;Residencia 2216;Bom
Computador (Desktop);MICROCOMPUTADOR;2023004048;2023;DSO;;Pendente
Computador (Desktop);MICROCOMPUTADOR;2023004050;2023;CRU;;Pendente
Bebedouro;BEBEDOURO;2023004260;2023;DSO;;Pendente
Ar Condicionado 18.000 BTUs;SPLITS AGRATTO 18.000 BTUS 220V - OBRA/REFORMA NA CPASE.;2023004681;2023;CAME;;Pendente
Ar Condicionado 18.000 BTUs;SPLITS AGRATTO 18.000 BTUS 220V - OBRA/REFORMA NA CPASE.;2023004682;2023;CAME;;Pendente
Ar Condicionado 18.000 BTUs;SPLITS AGRATTO 18.000 BTUS 220V - OBRA/REFORMA NA CPASE.;2023004683;2023;CAME;;Pendente
Ar Condicionado 18.000 BTUs;SPLITS AGRATTO 18.000 BTUS 220V - OBRA/REFORMA NA CPASE.;2023004684;2023;CAME;;Pendente
Ar Condicionado 18.000 BTUs;SPLITS AGRATTO 18.000 BTUS 220V - OBRA/REFORMA NA CPASE.;2023004685;2023;CAME;;Pendente
Ar Condicionado 9.000 BTUs;SPLITS INVERTER PHILCO 9.000BTUS 220V - OBRA/REFORMA NA CPASE.;2023004686;2023;CAME;;Pendente
Ar Condicionado 9.000 BTUs;SPLITS INVERTER PHILCO 9.000BTUS 220V - OBRA/REFORMA NA CPASE.;2023004687;2023;CAME;;Pendente
Ar Condicionado 9.000 BTUs;SPLITS INVERTER PHILCO 9.000BTUS 220V - OBRA/REFORMA NA CPASE.;2023004688;2023;CAME;;Pendente
Ar Condicionado 9.000 BTUs;SPLITS  CONFEE  9.000BTUS 220V - OBRA/ REFORMA NA CPASE.;2023004689;2023;CAME;;Pendente
Ar Condicionado 9.000 BTUs;SPLITS  CONFEE  9.000BTUS 220V - OBRA/ REFORMA NA CPASE.;2023004690;2023;CAME;;Pendente
Rack De Piso Desm 24U 670Mm - Obra/Reforma Na Cpase.;RACK DE PISO DESM 24U 670MM - OBRA/REFORMA NA CPASE.;2023004691;2023;CAME;;Pendente
Patch Panel 24 Portas Cat 6 -  Obra/ Reforma Na Cpase;PATCH PANEL 24 PORTAS CAT 6 -  OBRA/ REFORMA NA CPASE;2023004692;2023;CAME;;Pendente
Patch Panel 24 Portas Cat 6 -  Obra/ Reforma Na Cpase;PATCH PANEL 24 PORTAS CAT 6 -  OBRA/ REFORMA NA CPASE;2023004693;2023;CAME;;Pendente
Switch - Tl-Sg3428(Un) Jetstream 24-Port Gigabit L2 Managed;SWITCH - TL-SG3428(UN) JETSTREAM 24-PORT GIGABIT L2 MANAGED;2023004694;2023;CAME;;Pendente
Switch - Tl-Sg3428(Un) Jetstream 24-Port Gigabit L2 Managed;SWITCH - TL-SG3428(UN) JETSTREAM 24-PORT GIGABIT L2 MANAGED;2023004695;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Abc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO ABC - OBRA/REFORMA NA CPASE.;2023004696;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Abc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO ABC - OBRA/REFORMA NA CPASE.;2023004697;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Abc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO ABC - OBRA/REFORMA NA CPASE.;2023004698;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Abc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO ABC - OBRA/REFORMA NA CPASE.;2023004699;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Bc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO BC - OBRA/REFORMA NA CPASE.;2023004700;2023;CAME;;Pendente
Extintor Em Pó 6Kg Tipo Bc - Obra/Reforma Na Cpase.;EXTINTOR EM PÓ 6KG TIPO BC - OBRA/REFORMA NA CPASE.;2023004701;2023;CAME;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;2023006178;2023;CRU;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;2023006179;2023;CRU;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;2023006180;2023;CRU;;Pendente
Seladora;SELADORA;2023006352;2023;CAME;;Pendente
Ar Condicionado 24.000 BTUs;APARELHO DE AR CONDICIONADO DE 24.000 BTUS;2023007654;2023;DSO;;Pendente
Ar Condicionado 24.000 BTUs;APARELHO DE AR CONDICIONADO DE 24.000 BTUS;2023007656;2023;PRAE;;Pendente
Bebedouro;BEBEDOURO;2024000538;2024;PRAE;;Pendente
Bebedouro;BEBEDOURO;2024000539;2024;PRAE;;Pendente
Câmera De Monitoramento E Vigilância 05 Unidades - Doação;CÂMERA DE MONITORAMENTO E VIGILÂNCIA 05 UNIDADES - DOAÇÃO;2024001075;2024;CAME;;Pendente
Câmera De Monitoramento E Vigilância 05 Unidades - Doação;CÂMERA DE MONITORAMENTO E VIGILÂNCIA 05 UNIDADES - DOAÇÃO;2024001076;2024;CAME;;Pendente
Câmera De Monitoramento E Vigilância 05 Unidades - Doação;CÂMERA DE MONITORAMENTO E VIGILÂNCIA 05 UNIDADES - DOAÇÃO;2024001077;2024;CAME;;Pendente
Câmera De Monitoramento E Vigilância 05 Unidades - Doação;CÂMERA DE MONITORAMENTO E VIGILÂNCIA 05 UNIDADES - DOAÇÃO;2024001078;2024;CAME;;Pendente
Câmera De Monitoramento E Vigilância 05 Unidades - Doação;CÂMERA DE MONITORAMENTO E VIGILÂNCIA 05 UNIDADES - DOAÇÃO;2024001079;2024;CAME;;Pendente
Ar Condicionado 9.000 BTUs;APARELHO DE AR CONDICIONADO DE 9.000 BTUS;2024001605;2024;CRU;;Pendente
Ar Condicionado 9.000 BTUs;APARELHO DE AR CONDICIONADO DE 9.000 BTUS;2024001606;2024;CRU;;Pendente
Ar Condicionado 12.000 BTUs;APARELHO DE AR CONDICIONADO DE 12.000 BTUS;2024002527;2024;CAME;;Pendente
Computador (Desktop);MICROCOMPUTADOR;2024002938;2024;PRAE;;Pendente
Computador (Desktop);MICROCOMPUTADOR;2024002939;2024;PRAE;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003130;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003131;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003132;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003133;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003134;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003135;2024;CAF;Residência 1601;Bom
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003136;2024;CAF;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);2024003137;2024;CAF;Residencia 433;Bom
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003415;2024;DIBEM;Residência 25;Inservível
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003416;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003417;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003418;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003419;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003420;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003421;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003422;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003423;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003424;2024;DIBEM;;Pendente
Aparelho Purificador De Água;APARELHO PURIFICADOR DE ÁGUA;2024003425;2024;DIBEM;;Pendente
